timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
58316-08-01 16:00:00,80834.92,81708.32,80725.09,81518.58,2038.83969,1778140799999999,165615423.349839,310508,1147.15803,93198785.306949,0
58317-01-15 08:00:00,81518.57,81590.0,80572.4,80866.65,2364.09693,1778155199999999,191593255.9650518,327251,1121.55505,90862445.397371,0
58317-07-01 00:00:00,80866.65,81180.0,79699.52,79890.63,4826.66306,1778169599999999,387835749.7335032,699919,2134.32969,171569084.9119671,0
58317-12-14 16:00:00,79890.0,80269.06,79500.0,80146.11,3315.14425,1778183999999999,264879682.8932034,529240,1511.33069,120764444.7539597,0
58318-05-30 08:00:00,80146.77,80371.23,79582.95,80006.0,1541.88635,1778198399999999,123223417.7778993,280444,753.13003,60192457.7055405,0
58318-11-13 00:00:00,80006.0,80142.84,79181.48,79578.85,3093.73664,1778212799999999,246521433.7820703,345140,1559.09789,124296260.2978725,0
58319-04-28 16:00:00,79578.84,79778.95,79248.58,79682.4,2410.56518,1778227199999999,191729371.91178393,297876,1173.28925,93327438.5392092,0
58319-10-12 08:00:00,79682.4,80340.94,79666.05,80231.22,2348.19703,1778241599999999,187887211.44594568,289634,1345.66317,107664255.5650404,0
58320-03-27 00:00:00,80231.22,80500.0,79549.54,80142.14,3741.40163,1778255999999999,299281685.95961434,697304,1965.10804,157209109.2431412,0
58320-09-09 16:00:00,80142.13,80299.99,79738.75,80179.94,3047.90033,1778270399999999,244074210.673118,440133,1660.1859,132948738.2873813,0
58321-02-23 08:00:00,80180.0,80409.09,80089.76,80193.17,1359.50928,1778284799999999,109072131.6447296,195285,625.04229,50154234.2598194,0
58321-08-09 00:00:00,80193.18,80550.67,80129.85,80383.95,1093.10948,1778299199999999,87838021.1310757,169580,617.95306,49657943.1363648,0
58322-01-22 16:00:00,80383.96,80666.66,80135.0,80228.89,1481.48785,1778313599999999,119043207.9224785,178507,752.85493,60505176.8216832,0
58322-07-08 08:00:00,80228.88,80452.44,80166.26,80345.46,1009.73824,1778327999999999,81097106.5008045,117110,564.15579,45310142.23504,0
58322-12-22 00:00:00,80345.47,80600.0,80234.0,80527.92,1439.92073,1778342399999999,115729842.9610117,166073,903.30046,72601462.3449593,0
58323-06-06 16:00:00,80527.92,81080.0,80487.4,80938.53,1533.85565,1778356799999999,123906317.939529,227656,818.09719,66087574.218104,0
58323-11-20 08:00:00,80938.53,80938.53,80621.88,80678.4,990.30982,1778371199999999,79981729.5315207,143447,376.36423,30392241.5693539,0
58324-05-05 00:00:00,80678.41,80887.15,80572.77,80775.0,1332.26793,1778385599999999,107502912.2653846,154990,689.25227,55619881.1802508,0
58324-10-18 16:00:00,80774.99,80840.0,80658.97,80736.03,1238.41638,1778399999999999,100011257.1020295,137194,640.10691,51696171.6078421,0
58325-04-03 08:00:00,80736.03,80975.4,80691.0,80821.21,1108.70905,1778414399999999,89613061.193439,151511,581.73234,47023177.2935163,0
58325-09-17 00:00:00,80821.21,81442.81,80784.2,81418.01,1642.67937,1778428799999999,133127974.3651267,249005,887.72758,71959813.6797576,0
58326-03-02 16:00:00,81418.01,81583.11,81148.0,81437.83,1798.22732,1778443199999999,146333824.8773451,284670,965.68496,78590912.860641,0
58326-08-16 08:00:00,81437.83,82479.32,80279.77,82210.07,4914.01877,1778457599999999,400634684.4601496,824238,2631.39254,214615234.89312872,0
58327-01-30 00:00:00,82210.07,82380.0,80525.0,80736.01,3139.85094,1778471999999999,255479585.0522354,614787,1459.52259,118827670.9097238,0
58327-07-15 16:00:00,80736.0,81049.51,80639.99,80740.4,1595.10256,1778486399999999,128881022.5865959,244189,641.60116,51843752.6764269,0
58327-12-29 08:00:00,80740.4,81200.0,80621.87,81196.94,1639.3936,1778500799999999,132720347.1947808,271633,819.00871,66304472.8907349,0
58328-06-13 00:00:00,81196.95,81458.0,80462.97,81445.9,2668.23418,1778515199999999,216243652.7289704,650159,1283.73054,104070108.5471701,0
58328-11-26 16:00:00,81445.89,82137.26,81344.72,81961.99,2673.46567,1778529599999999,218772682.0358554,529808,1389.84255,113744701.074704,0
58329-05-12 08:00:00,81961.99,82078.91,81596.31,81745.65,1235.71361,1778543999999999,101096381.2773177,265820,538.66794,44070213.397644,0
58329-10-26 00:00:00,81745.66,81788.0,80714.28,81058.8,1860.32116,1778558399999999,151124237.9503138,388045,821.96024,66781251.9726808,0
58330-04-10 16:00:00,81058.79,81305.24,80800.77,80865.4,1779.90239,1778572799999999,144381281.5739865,268668,828.58951,67211412.6544077,0
58330-09-24 08:00:00,80865.4,80964.13,80496.57,80784.87,1973.06446,1778587199999999,159362666.508291,294919,1083.89334,87559251.7058644,0
58331-03-10 00:00:00,80784.86,80999.0,80188.65,80336.01,3205.73752,1778601599999999,258409868.4661538,710778,1463.66427,118031466.3604891,0
58331-08-23 16:00:00,80336.01,80874.42,79843.59,80834.64,2673.67675,1778615999999999,214814079.4015798,453833,1094.4451,87970748.3318865,0
58332-02-06 08:00:00,80835.3,80896.25,80439.91,80504.47,893.55448,1778630399999999,72088033.5403521,228894,423.65139,34185709.0614723,0
58332-07-22 00:00:00,80504.47,81299.99,80412.15,81249.99,1575.91837,1778644799999999,127656230.6728354,334232,866.70498,70208217.6334508,0
58333-01-04 16:00:00,81249.99,81281.07,80889.12,81026.92,1495.76347,1778659199999999,121245223.7630726,198694,632.58259,51283437.5327487,0
58333-06-20 08:00:00,81026.92,81324.64,80494.98,80501.22,1841.28298,1778673599999999,149042536.9335684,306180,882.9992,71483330.2016246,0
58333-12-04 00:00:00,80501.22,80592.65,78807.22,78827.21,5073.46241,1778687999999999,404393745.2761137,803873,2235.42639,178289094.7575059,0
58334-05-19 16:00:00,78827.21,79800.0,78754.65,79642.41,3344.60077,1778702399999999,265102268.069998,455154,1723.29111,136673171.0092156,0
58334-11-02 08:00:00,79642.41,79760.0,79228.0,79313.61,1479.02843,1778716799999999,117489838.1532355,252437,820.63755,65192745.6996494,0
58335-04-18 00:00:00,79313.61,79681.73,78922.0,79044.85,2209.55472,1778731199999999,175540098.7812882,397326,1125.10393,89408121.4326415,0
58335-10-01 16:00:00,79044.86,79998.0,78982.06,79745.98,2068.97946,1778745599999999,164790849.7291272,308952,1108.34966,88264223.8864652,0
58336-03-16 08:00:00,79745.99,79936.98,79234.0,79258.27,1846.46215,1778759999999999,147094020.3760948,288904,897.03364,71472284.705167,0
58336-08-30 00:00:00,79258.27,81332.23,79230.31,81301.23,5702.09728,1778774399999999,459033748.0625507,868440,3267.24661,263050740.68933153,0
58337-02-12 16:00:00,81301.22,82048.13,81080.25,81419.74,6279.93607,1778788799999999,512349082.8561297,947517,3691.95403,301268383.9320664,0
58337-07-29 08:00:00,81419.75,81590.19,81059.93,81089.99,1620.83839,1778803199999999,131848675.2136064,289907,660.51988,53741705.1890227,0
58338-01-12 00:00:00,81090.0,81664.45,80750.0,81059.15,2453.72559,1778817599999999,199331253.2759649,573517,1280.9521,104075210.6658715,0
58338-06-27 16:00:00,81059.15,81100.0,80314.0,80814.88,3091.1014,1778831999999999,249281204.1838394,465782,1534.67227,123769445.4936927,0
58338-12-11 08:00:00,80814.88,80822.95,80369.0,80628.53,1706.25967,1778846399999999,137498908.8477579,332890,878.18127,70772521.3271985,0
58339-05-27 00:00:00,80628.52,80635.44,78659.0,79150.27,6208.56941,1778860799999999,492850761.66704655,1113399,2889.06704,229453769.34074113,0
58339-11-09 16:00:00,79150.26,79561.94,79051.0,79146.5,1959.36078,1778875199999999,155332090.4624186,471899,773.95584,61355935.2880683,0
58340-04-24 08:00:00,79146.5,79217.07,78911.42,79113.21,1932.25394,1778889599999999,152858455.9318408,226627,976.34993,77239151.8004238,0
58340-10-08 00:00:00,79113.2,79227.77,79010.0,79083.18,1248.1828,1778903999999999,98782149.8781734,172892,609.33799,48224483.1591916,0
58341-03-23 16:00:00,79083.19,79129.71,78066.0,78369.77,2404.82958,1778918399999999,189004677.98538792,368303,1038.85332,81649224.5438025,0
58341-09-06 08:00:00,78369.78,78530.52,77640.0,78081.71,3846.10003,1778932799999999,300108345.8633895,465246,1504.73156,117457162.639641,0
58342-02-20 00:00:00,78080.46,78346.0,77833.4,78238.67,2684.35726,1778947199999999,209458549.6676124,277288,1605.60019,125277808.006344,0
58342-08-05 16:00:00,78238.68,78364.65,78119.72,78259.66,1260.04581,1778961599999999,98598246.6189946,183025,663.22865,51904118.1819261,0
58343-01-19 08:00:00,78259.67,78318.94,78125.32,78148.05,689.34644,1778975999999999,53938686.6452932,130907,354.55967,27745392.9044429,0
58343-07-05 00:00:00,78148.05,78243.19,77721.19,78028.88,1284.92928,1778990399999999,100153382.3810949,259487,538.38768,41961231.3495072,0
58343-12-18 16:00:00,78028.88,78323.96,78003.35,78180.01,952.09545,1779004799999999,74402882.8045699,139896,504.21659,39404400.8321793,0
58344-06-02 08:00:00,78180.0,78599.99,78033.01,78415.99,1136.18338,1779019199999999,89016794.9300075,208939,595.80761,46681533.7223081,0
58344-11-16 00:00:00,78415.99,78550.0,77850.0,78051.41,1115.91599,1779033599999999,87238754.9756237,241451,428.08159,33469290.9648761,0
58345-05-01 16:00:00,78051.42,78468.46,77856.69,78415.3,837.07576,1779047999999999,65398691.5395684,212443,451.50486,35279078.1976953,0
58345-10-15 08:00:00,78415.29,78485.36,76735.16,77457.67,3116.50234,1779062399999999,241850975.0139876,508217,1379.86937,107063351.842155,0
58346-03-31 00:00:00,77457.67,77477.99,76707.61,76924.65,2888.01155,1779076799999999,222451363.2525988,682471,1459.39597,112403145.0186509,0
58346-09-13 16:00:00,76924.66,77089.29,76583.33,77073.69,2702.66726,1779091199999999,207940327.3272454,378018,1334.25748,102654732.527091,0
58347-02-27 08:00:00,77073.69,77403.48,76668.58,77285.83,2052.55387,1779105599999999,158009262.4399141,347335,1002.22672,77167967.9499129,0
58347-08-13 00:00:00,77285.83,77800.0,76051.0,76409.46,6216.09738,1779119999999999,476782195.48523426,1093285,2702.88431,207389463.1886208,0
58348-01-26 16:00:00,76409.46,76995.0,76144.24,76928.0,3295.85681,1779134399999999,252179256.01420048,719150,1642.79671,125690397.2971801,0
58348-07-11 08:00:00,76928.0,77222.79,76800.0,77001.87,1590.32991,1779148799999999,122499627.3727782,309069,774.89672,59693282.3438605,0
58348-12-25 00:00:00,77001.88,77414.62,76487.83,76787.11,2006.76014,1779163199999999,154312071.7206243,409793,958.30837,73715324.80635,0
58349-06-09 16:00:00,76787.1,77278.57,76644.98,77233.69,1508.45954,1779177599999999,116135166.5986094,312349,720.91714,55512622.0605289,0
58349-11-23 08:00:00,77233.68,77317.02,76633.83,76714.62,1745.68912,1779191999999999,134330028.5478066,353681,882.41092,67910151.890902,0
58350-05-09 00:00:00,76714.61,77048.72,76144.71,76521.23,3363.76947,1779206399999999,257708472.14354807,686940,1721.22016,131882062.2451077,0
58350-10-22 16:00:00,76521.24,77065.8,76407.72,76818.74,1634.99916,1779220799999999,125582001.0074323,360896,958.73866,73647678.6825838,0
58351-04-07 08:00:00,76818.73,77040.83,76642.95,76834.36,765.18235,1779235199999999,58836638.2897828,191462,439.17923,33767266.3765952,0
58351-09-21 00:00:00,76834.36,76922.46,76516.74,76723.54,1561.801,1779249599999999,119804401.4258981,376048,655.71954,50302964.4609222,0
58352-03-05 16:00:00,76723.55,77472.21,76692.0,77282.64,2218.09189,1779263999999999,171138256.8911002,304596,1187.91332,91668956.5170998,0
58352-08-19 08:00:00,77282.65,77663.0,77210.33,77382.49,1682.41191,1779278399999999,130363005.9287853,223205,859.63062,66616091.3860593,0
58353-02-02 00:00:00,77382.5,77853.04,76891.61,77455.46,3039.76807,1779292799999999,235264407.0660166,771773,1516.92852,117416046.1514135,0
58353-07-18 16:00:00,77455.45,77713.66,77018.38,77667.49,1712.28825,1779307199999999,132639714.8752605,465144,981.71835,76051703.6677824,0
58354-01-01 08:00:00,77667.49,77766.6,77226.61,77552.23,1081.90195,1779321599999999,83881485.2845744,296988,404.25207,31346238.0480324,0
58354-06-17 00:00:00,77552.24,78173.15,77525.0,78078.72,2263.9569,1779335999999999,176450002.8395794,323259,1243.43606,96906174.5267707,0
58354-11-30 16:00:00,78078.72,78180.01,77521.0,77889.01,1454.09234,1779350399999999,113174708.1911153,273599,636.5947,49549073.3758847,0
58355-05-16 08:00:00,77889.01,78200.0,77147.15,77189.1,1934.87402,1779364799999999,150109563.9322884,398191,975.99332,75681306.104406,0
